bluetooth,brand,clavier,lieu_fabrication,frequence,lecteur_empreinte,lecteur_carte_memoire,RAM,nb_coeurs,norme_wifi,poids,price,processeur,product_type,OS,taille_ecran,type_resolution,webcam,model_CG,marque_CG,tactile,longueur,hauteur,profondeur,resolution1,resolution2,SSD,HDD,eMMC
5.1,ACER,rétroéclairé,Chine,2.3,Non,Oui,16,8.0,WIFI 6 (AX),2.5,2699,INTEL CORE I7,PC Gamer ACER Predator Triton 500 SE PT516-51s-77,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,26.2,1.99,2560,1600,2000,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,32,14.0,WIFI 6 (AX),2.4,3369,INTEL CORE I7,PC Gamer MSI GE66 Raider 12UH-086FR,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,2.34,26.7,1920,1080,1000,0,0
5,APPLE,rétroéclairé,France,2.29,Oui,Non,8,4.0,WIFI 5 (N/AC),1.4,1369,INTEL CORE I5,"APPLE TouchBar 13'' 2018 i5 2,3Ghz 8 Go 512 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,512,0,0
5.1,HONOR,rétroéclairé,Chine,2.1,Oui,Non,8,6.0,WIFI 6 (AX),1.4,716,AMD RYZEN 5,Ordinateur portable HONOR MagicBook 14 R5 5500U 8+256,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,21.48,32.25,1.59,1920,1080,256,0,0
5.1,MSI,rétroéclairé,Chine,2.7,Non,Oui,8,6.0,WIFI 6 (AX),2.2,1095,INTEL CORE I5,PC Gamer MSI Katana GF66 11UC-838FR,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.8,2.52,27.3,1920,1080,512,0,0
5,ACER,nc,Chine,2.8,Non,Non,16,4.0,WIFI 6 (AX),2.1,1049,INTEL CORE I7,Ordinateur portable ACER Aspire A517-52G-70WX,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,26.3,1.9,40.3,1920,1080,512,0,0
5.2,HP,rétroéclairé,Chine,3.2,Oui,Non,16,8.0,WIFI 6 (AX),1.0,999,AMD RYZEN 7,Ordinateur portable HP Pavilion Aero 13-be0097nf,Windows,13.3,WQXGA,Oui,ORIGINE,ORIGINE,False,29.7,1.69,20.9,2560,1600,512,0,0
5,MACBOOK,rétroéclairé,Chine,3.49,Oui,Non,24,8.0,WIFI 6 (AX),1.2,2189,PUCE APPLE M2,Ordinateur Apple MACBOOK CTO AIR M2 24Go 512SSD lumiere stellaire,Mac,13.6,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.13,21.5,2560,1664,512,0,0
5,MACBOOK,standard,Chine,1.1,Oui,Non,8,4.0,WIFI 5 (N/AC),1.3,1070,INTEL CORE I5,MACBOOK MacBook Air 2020 13' i5 8Go 512SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,30.4,1.6,21.2,2560,1600,512,0,0
5,MACBOOK,standard,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),1.8,479,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro 15.4"" i7 2 GHz 256 Go Reconditionné",Mac,15.4,Full HD,Non,NULL,NULL,False,30.41,2.39,22.4,2880,1800,0,0,0
5.1,LG,rétroéclairé,Corée du Sud,3.4,Oui,Oui,32,12.0,WIFI 6 (AX),1.2,1199,INTEL CORE I7,Ordinateur portable LG GRAM 16Z90Q-G.AD78F,Windows,16.0,WQXGA,Oui,INTEL_IRIS,INTEL,False,24.2,35.4,1.7,2560,1600,1000,0,0
5,ACER,standard,Chine,1.0,Non,Non,4,1.0,WIFI 5 (N/AC),1.2,299,QUALCOMM,Chromebook ACER Spin 513 CP513-1H-S2J0/MQ Touch,Chrome,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,20.9,31.0,1.55,1920,1080,0,0,64
4.1,ASUS,standard,Chine,4.1,Non,Oui,8,2.0,WIFI 5 (N/AC),2.3,699,INTEL CORE I3,Ordinateur portable ASUS Vivobook S712EA-BX748W Gris,Windows,17.3,HD+,Oui,ORIGINE,ORIGINE,False,2.1,25.3,40.6,1600,900,512,0,0
5,ACER,standard,Taïwan,2.6,Non,Oui,16,6.0,WIFI 6 (AX),5.0,1649,INTEL CORE I7,Ordinateur portable reconditionné ACER Predator Helios 300 PH317-53-741L Reconditionné,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,28.0,2.39,40.3,1920,1080,0,1000,0
4,APPLE,rétroéclairé,France,2.6,Non,Non,16,4.0,WIFI 4 (N),2.0,819,INTEL CORE I7,"APPLE Retina 15'' 2013 i7 2,6 Ghz 16 Go 1 To Reconditionné",Mac,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,1000,0,0
5,MICROSOFT,nc,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),0.774,1356,QUALCOMM,PC Hybride MICROSOFT Surface Pro X 8 128 Noir,Windows,13.3,QHD,Non,ORIGINE,ORIGINE,True,23.7,31.9,4.8,2880,1920,128,0,0
5,MACBOOK,standard,Chine,1.6,Non,Non,4,2.0,WIFI 5 (N/AC),2.0,230,INTEL CORE I5,Ordinateur Apple MACBOOK 95199C Reconditionné,Mac,11.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1366,768,128,0,0
5.2,MSI,rétroéclairé,Chine,2.2,Non,Oui,32,8.0,WIFI 6 (AX),2.4,4024,INTEL CORE I7,PC Gamer MSI GE66 RAIDER 10UH-086FR,Windows,15.6,UHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,26.7,2.34,3840,2160,1000,0,0
5.2,ASUS,rétroéclairé,Chine,3.2,Non,Non,16,8.0,WIFI 6 (AX),3.0,1499,AMD RYZEN 7,PC Gamer ASUS STRIX-G17-G713RM-KH164W,Windows,17.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,2.3,28.2,39.5,1920,1080,512,0,0
Non,DELL,rétroéclairé,Chine,2.2,Non,Non,16,8.0,WIFI 6 (AX),2.4,1499,INTEL CORE I7,PC Gamer DELL Gaming G15-5510-585,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.7,2.3,27.2,1920,1080,512,0,0
5.1,LENOVO,rétroéclairé,Chine,2.3,Non,Non,8,6.0,WIFI 6 (AX),1.2,999,AMD RYZEN 5,Ordinateur portable LENOVO Yoga Slim 7 13ACN5-801,Windows,13.3,QHD,Oui,AMD_RADEON,AMD,False,20.9,29.6,1.5,2560,1600,512,0,0
5.2,MSI,rétroéclairé,Chine,4.8,Non,Oui,16,16.0,WIFI 6E,2.4,2959,INTEL CORE I7,"PC Gamer MSI RAIDER GE67HX 12UGS-044FR - 15.6""",Windows,15.6,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,2.34,26.7,2560,1440,1000,0,0
5.1,ACER,nc,Chine,3.3,Oui,Non,16,4.0,WIFI 6 (AX),1.8,1099,INTEL CORE I7,Ordinateur portable ACER Swift SF316-51-76XD,Windows,16.1,Full HD,Oui,ORIGINE,ORIGINE,False,23.6,1.5,36.7,1920,1080,512,0,0
5,MACBOOK,standard,Chine,2.3,Non,Non,8,4.0,WIFI 4 (N),1.8,279,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook 13"" C2D 2,4 GHz 500 Go Reconditionné",Mac,13.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,30.41,2.39,22.4,1280,800,0,0,0
5,APPLE,standard,Chine,1.333,Non,Non,8,2.0,WIFI 6 (AX),1.8,869,INTEL CORE I7,"Ordinateur APPLE APPLE Pro Retina 15"" 2014 i7 2.2Ghz 16GB 256GB Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,256,0,0
5.2,MSI,rétroéclairé,Chine,1.8,Oui,Oui,32,14.0,WIFI 6E,1.6,2039,INTEL CORE I7,PC Gamer MSI Summit E13FlipEvo A12MT-010FR,Windows,13.4,Full HD,Oui,INTEL_IRIS,INTEL,False,31.4,1.79,22.75,1920,1200,1000,0,0
4.2,ASUS,standard,Chine,1.1,Non,Oui,8,2.0,WIFI 5 (N/AC),1.4,369,INTEL CELERON,Chromebook ASUS CX1400CNA-BV0966,Chrome,14.0,HD,Oui,ORIGINE,ORIGINE,False,1.9,22.9,32.7,1366,768,0,0,64
5,LENOVO,standard,Chine,1.1,Non,Oui,8,4.0,WIFI 5 (N/AC),1.7,449,INTEL PENTIUM,Ordinateur portable LENOVO Ideapad 3 15IGL05-381,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,25.34,36.22,1.99,1920,1080,256,0,0
5,MACBOOK,standard,Chine,2.2,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,789,INTEL CORE I7,MACBOOK MacBook Air 2017 13' i7 8Go 1000SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,32.5,1.7,22.7,1440,900,1000,0,0
Non,DELL,standard,Taïwan,2.6,Non,Oui,8,2.0,WIFI 4 (N),5.0,279,INTEL CORE I5,Ordinateur portable reconditionné DELL Latitude E6440 - 8Go - SSD 120Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,23.2,2.39,33.8,1366,768,0,0,0
5,MACBOOK,rétroéclairé,Chine,3.3,Non,Oui,16,8.0,WIFI 6 (AX),1.6,2289,PUCE APPLE M1 PRO,Ordinateur Apple MACBOOK Pro 14 M1 Pro 512 Argent Reconditionné,Mac,14.0,Retina,Oui,ORIGINE,ORIGINE,False,31.26,1.55,22.12,3024,1964,512,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,32,14.0,WIFI 6E,2.9,4279,INTEL CORE I7,PC Gamer MSI Raider GE76 12UHS-232FR,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.7,2.59,28.4,1920,1080,1000,0,0
5,DELL,rétroéclairé,Chine,2.8,Oui,Oui,16,4.0,WIFI 6 (AX),1.9,1049,INTEL CORE I7,Ordinateur portable DELL Inspiron 15-7506-038 2en1,Windows,15.6,Full HD,Oui,INTEL_DG1,INTEL,False,35.62,1.64,23.84,1920,1080,512,0,0
5,MICROSOFT,détachable,Chine,1.1,Non,Oui,8,2.0,WIFI 6 (AX),0.54,619,INTEL PENTIUM,PC Hybride MICROSOFT Surface Go 3 10' Pentium/ 8/128 Platine,Windows,13.3,Full HD,Oui,INTEL_DG1,INTEL,True,17.5,24.5,0.83,1920,1280,128,0,0
5.2,MSI,rétroéclairé,Chine,2.0,Oui,Oui,32,16.0,WIFI 6E,3.3,4179,INTEL CORE I7,PC Gamer MSI TITAN GT77 12UGS-048FR,Windows,17.3,UHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.7,2.3,33.0,3840,2160,2000,0,0
5.1,ACER,rétroéclairé,Chine,2.4,Non,Non,16,4.0,WIFI 6 (AX),1.6,749,INTEL CORE I5,Ordinateur portable ACER Aspire A515-56-53E1,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,23.85,36.34,1.79,1920,1080,512,0,0
5.1,ACER,rétroéclairé,Chine,2.4,Oui,Non,16,4.0,WIFI 6 (AX),1.2,999,INTEL CORE I5,Ordinateur portable ACER Swift SF314-511-53H7,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,21.22,32.28,1.59,1920,1080,512,0,0
5.2,ASUS,rétroéclairé,Chine,3.5,Non,Oui,16,14.0,WIFI 6 (AX),1.4,1799,INTEL CORE I7,Portable ASUS UP5401ZA-KN017W Numpad + Stylet,Windows,14.0,OLED,Oui,ORIGINE,ORIGINE,False,1.6,22.1,31.1,2880,1800,1000,0,0
4.2,APPLE,rétroéclairé,France,2.6,Non,Non,16,4.0,WIFI 4 (N),1.8,929,INTEL CORE I7,"APPLE TouchBar 15'' 2016 i7 2,6Ghz 16Go 512 Go Reconditionné",Mac,15.4,Retina,Oui,ORIGINE,ORIGINE,False,34.93,1.55,24.07,2880,1800,512,0,0
5,APPLE,rétroéclairé,France,1.7,Oui,Non,16,4.0,WIFI 5 (N/AC),1.4,1649,INTEL CORE I7,"APPLE TouchBar 13'' 2019 i7 1,7 Ghz 16 Go 1 To Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,1000,0,0
5.2,RAZER,rétroéclairé,Chine,2.5,Non,Oui,16,14.0,WIFI 6 (AX),2.0,2999,INTEL CORE I7,PC Gamer RAZER BLADE 15 AM -QHD 240Hz-RTX3070,Windows,15.6,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.0,1.69,23.5,2560,1440,1000,0,0
4.2,HP,standard,Chine,2.4,Non,Non,8,4.0,WIFI 5 (N/AC),2.0,799,INTEL CORE I5,Ordinateur portable HP 17-cn0524nf,Windows,17.3,Full HD,Oui,ORIGINE,ORIGINE,False,40.07,1.99,25.78,1920,1080,512,0,0
5,APPLE,standard,Chine,1.333,Non,Non,4,2.0,WIFI 6 (AX),1.8,299,INTEL PENTIUM,"Ordinateur APPLE APPLE Pro 13"" 2010 2 Duo 2.4Ghz 4GB 240GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,256,0,0
5,APPLE,rétroéclairé,France,2.7,Oui,Non,16,4.0,WIFI 5 (N/AC),1.4,1179,INTEL CORE I7,"APPLE TouchBar 13'' 2018 i7 2,7 Ghz 16 Go 1 To Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,1000,0,0
5.1,SKILLKORP,rétroéclairé,Taïwan,2.3,Non,Non,16,12.0,WIFI 6 (AX),2.0,1199,INTEL CORE I7,PC Gamer SKILLKORP P15R3050 by ASUS,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,25.2,2.8,35.5,1920,1080,512,0,0
5.2,HP,rétroéclairé,Chine,3.2,Non,Non,16,10.0,WIFI 6E,1.5,999,INTEL CORE I5,PC Hybride HP 14-ek0009nf,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,32.2,1.99,21.0,1920,1080,512,0,0
5.2,MSI,rétroéclairé,Chine,1.8,Non,Oui,16,14.0,WIFI 6 (AX),2.2,2043,INTEL CORE I7,PC Gamer MSI Stealth 17M A12UE-029FR,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.61,2.15,25.9,1920,1080,1000,0,0
4,APPLE,rétroéclairé,France,2.6,Non,Non,16,2.0,WIFI 4 (N),1.6,804,INTEL CORE I5,"APPLE Retina 13'' 2014 i5 2,6 Ghz 16 Go 256 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,256,0,0
5,MICROSOFT,détachable,Chine,1.1,Non,Non,8,2.0,WIFI 6 (AX),1.6,499,INTEL PENTIUM,PC Hybride MICROSOFT Pack Surface Go 3 10' 8/128 +Accessoires,Windows,13.3,HD,Oui,INTEL_IRIS,INTEL,True,21.0,29.5,13.8,1920,1280,0,0,128
5.2,MSI,rétroéclairé,Chine,2.3,Oui,Oui,16,8.0,WIFI 6 (AX),2.2,1835,INTEL CORE I7,PC Gamer MSI CREATOR Z16 A11UET-275FR,Windows,16.0,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,1.59,25.6,2560,1600,512,0,0
5,MACBOOK,rétroéclairé,Chine,3.49,Oui,Non,24,8.0,WIFI 6 (AX),1.2,2189,PUCE APPLE M2,Ordinateur Apple MACBOOK CTO AIR M2 24Go 512SSD Minuit,Mac,13.6,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.13,21.5,2560,1664,512,0,0
5,MACBOOK,nc,Chine,1.6,Non,Non,8,4.0,WIFI 4 (N),1.1,230,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Air 11"" i5 1,6 Ghz 128Go SSD Reconditionné",Mac,11.6,Full HD,Non,NULL,NULL,False,30.0,1.7,19.2,1366,768,0,0,0
5.2,RAZER,rétroéclairé,Chine,2.5,Non,Oui,16,14.0,WIFI 6 (AX),2.5,4699,INTEL CORE I7,PC Gamer RAZER BLADE 17 -FHD 360Hz-RTX3080 TI,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.0,1.99,26.0,1920,1080,1000,0,0
5,MACBOOK,rétroéclairé,Chine,3.49,Non,Non,16,8.0,WIFI 6 (AX),1.4,1829,PUCE APPLE M2,Ordinateur Apple MACBOOK CTO PRO 13 M2 16Go 256Go Gris sideral,Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.56,21.24,2560,1600,256,0,0
5.1,MSI,rétroéclairé,Chine,1.7,Non,Oui,8,2.0,WIFI 6 (AX),1.8,569,INTEL CORE I3,PC Gamer MSI MSI MODERN 15 A11MU-1021FR,Windows,15.6,Full HD,Oui,INTEL_IRIS,INTEL,False,35.0,16.0,23.0,1920,1080,256,0,0
4.2,HP,standard,Chine,1.1,Non,Non,8,4.0,WIFI 5 (N/AC),2.0,499,INTEL CELERON,Ordinateur portable HP 17-cn0523nf,Windows,17.3,HD+,Oui,ORIGINE,ORIGINE,False,40.07,1.99,25.78,1600,900,256,0,0
5,APPLE,standard,Chine,1.066,Non,Non,8,4.0,WIFI 6 (AX),1.8,664,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2011 i7 2.2Ghz 4GB 750GB Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,0,750,0
5.1,LENOVO,rétroéclairé,Chine,3.0,Non,Oui,8,2.0,WIFI 6 (AX),1.4,799,INTEL CORE I3,Chromebook LENOVO Flex 5 CB 13ITL6-298,Chrome,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,21.4,31.0,1.7,1920,1080,256,0,0
5.1,LENOVO,rétroéclairé,Chine,3.3,Non,Non,8,6.0,WIFI 6 (AX),2.2,999,AMD RYZEN 5,PC Gamer LENOVO Ideapad Gaming 3 15ACH6-673,Windows,15.6,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,24.96,35.9,2.49,1920,1080,512,0,0
5.2,LENOVO,rétroéclairé,Chine,2.1,Oui,Non,16,12.0,WIFI 6 (AX),1.4,1899,INTEL CORE I7,Ordinateur portable LENOVO YG7 14IAL7 + PEN + CO,Windows,14.0,OLED,Oui,INTEL_IRIS,INTEL,False,22.0,31.7,1.7,2880,1800,1000,0,0
5,APPLE,standard,Chine,1.333,Non,Non,16,2.0,WIFI 6 (AX),1.8,1099,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2014 i7 2.5Ghz 16GB 512GB SSD Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,512,0,0
5,MACBOOK,standard,Chine,2.29,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,743,INTEL CORE I5,MACBOOK MacBook Pro 2017 13' i5 8Go 128SSD Reconditionné,Mac,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,30.4,1.5,21.2,2560,1600,128,0,0
Non,LENOVO,standard,Taïwan,1.9,Non,Oui,8,2.0,WIFI 4 (N),5.0,259,INTEL CORE I5,Ordinateur portable reconditionné LENOVO ThinkPad X240 - 8Go - SSD 120Go Reconditionné,Windows,12.5,HD,Non,ORIGINE,ORIGINE,False,20.6,2.39,30.9,1366,768,0,0,0
5.2,ASUS,rétroéclairé,Chine,2.5,Non,Oui,16,14.0,WIFI 6 (AX),1.1,2199,INTEL CORE I9,PC Gamer ASUS FLOW-Z13-GZ301ZE-LD002W,Windows,13.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,True,20.4,1.2,30.2,1920,1080,1000,0,0
5,MACBOOK,rétroéclairé,Chine,2.29,Non,Oui,8,4.0,WIFI 4 (N),2.0,709,INTEL CORE I7,"Ordinateur Apple MACBOOK MacBook Pro Retina 15 i7 2,3 Ghz 512Go Reconditionné",No OS,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,512,0,0
5,DELL,rétroéclairé,Chine,4.7,Oui,Oui,16,14.0,WIFI 5 (N/AC),1.7,1234,INTEL CORE I7,Ordinateur portable DELL Inspiron 14-7420,Windows,14.0,2K,Oui,NVIDIA_GEFORCE,NVIDIA,False,31.4,1.62,22.75,2240,1400,512,0,0
4,DELL,standard,Taïwan,2.5,Non,Oui,8,2.0,WIFI 5 (N/AC),5.0,429,INTEL CORE I5,Ordinateur portable reconditionné DELL Latitude 7280 - 8Go - SSD 256Go Reconditionné,Windows,12.5,Full HD,Oui,ORIGINE,ORIGINE,False,20.6,2.39,30.9,1920,1080,256,0,0
5,APPLE,rétroéclairé,France,2.4,Oui,Non,16,4.0,WIFI 5 (N/AC),1.4,1049,INTEL CORE I5,"APPLE TouchBar 13'' 2019 i5 2,4Ghz 16Go 512 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,512,0,0
4.2,MACBOOK,mécanique rétroéclairé,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),1.4,639,INTEL CORE I5,Ordinateur Apple MACBOOK Pro 13 Argent 256Go Touch Bar Reconditionné,Mac,13.3,Full HD,Non,NULL,NULL,False,30.41,1.49,21.24,2560,1600,0,0,0
5,APPLE,standard,Chine,1.6,Non,Non,4,2.0,WIFI 6 (AX),1.8,259,INTEL CORE I5,"Ordinateur APPLE APPLE Air 11"" 2015 i5 1.6Ghz 4GB 128GB SSD Reconditionné",Mac,11.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,128,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,32,14.0,WIFI 6E,2.9,3679,INTEL CORE I7,PC Gamer MSI GE76 Raider 12UH-096FR,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.7,2.59,28.4,1920,1080,1000,0,0
5.2,ASUS,rétroéclairé,Chine,2.5,Non,Oui,32,14.0,WIFI 6 (AX),1.9,3999,INTEL CORE I9,PC Gamer ASUS ZEPHYRUS-M16-GU603ZX-056W,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.3,24.3,35.5,2560,1600,2000,0,0
5,ASUS,rétroéclairé,Chine,2.3,Non,Non,16,8.0,WIFI 6 (AX),2.9,1289,INTEL CORE I7,PC Gamer ASUS STRIX-G17-G712LWS-EV015T Reconditionné,Windows,17.3,Full HD,Non,NULL,NULL,False,39.9,2.65,29.3,1920,1080,0,0,0
5,MICROSOFT,rétroéclairé,Chine,1.0,Oui,Non,8,4.0,WIFI 6 (AX),1.1,1447,INTEL CORE I5,Ordinateur portable MICROSOFT Laptop Go 12.5 I5 8 256 Bleu Glacier,Windows,13.3,HD,Oui,NULL,NULL,True,20.6,27.8,1.57,1400,1500,256,0,0
4.2,HP,standard,Chine,1.1,Oui,Non,4,2.0,WIFI 5 (N/AC),1.5,379,INTEL CELERON,Ordinateur portable HP 14s-dq0037nf,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,32.4,1.79,22.5,1920,1080,128,0,0
4.2,APPLE,rétroéclairé,France,2.8,Non,Non,16,4.0,WIFI 4 (N),1.8,1009,INTEL CORE I7,"APPLE TouchBar 15'' 2017 i7 2,8Ghz 16Go 512 Go Reconditionné",Mac,15.4,Retina,Oui,ORIGINE,ORIGINE,False,34.93,1.55,24.07,2880,1800,512,0,0
4.2,ACER,standard,Taïwan,1.2,Non,Non,8,2.0,WIFI 5 (N/AC),5.0,529,INTEL CORE I3,Ordinateur portable reconditionné ACER Aspire 3 A315-56-39QA Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,24.7,2.39,36.3,1920,1080,256,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,32,14.0,WIFI 6 (AX),2.8,2339,INTEL CORE I7,PC Gamer MSI Crosshair 17 B12UGSZ-037FR,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.8,2.72,27.3,1920,1080,1000,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,16,14.0,WIFI 6 (AX),2.2,2039,INTEL CORE I7,PC Gamer MSI Pulse GL66 12UEK-048FR,Windows,15.6,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,2.39,25.9,2560,1440,1000,0,0
5,APPLE,standard,Chine,1.6,Non,Non,4,2.0,WIFI 6 (AX),1.8,389,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 13"" 2012 i5 2.5Ghz 4GB 1TB HDD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,0,1000,0
5,ACER,standard,Chine,2.4,Non,Non,16,4.0,WIFI 5 (N/AC),2.5,749,INTEL CORE I5,Ordinateur portable ACER Aspire A317-53-54CR,Windows,17.3,HD+,Oui,ORIGINE,ORIGINE,False,26.4,40.4,2.1,1600,900,512,0,0
5,MICROSOFT,détachable,Chine,4.8,Non,Non,16,4.0,WIFI 6 (AX),0.89,1599,INTEL CORE I7,PC Hybride MICROSOFT Surface Pro 8 13' i7/16/512 Platine,Windows,13.0,Full HD,Oui,INTEL_IRIS,INTEL,False,28.7,20.8,0.93,2880,1920,512,0,0
5,APPLE,standard,Chine,1.6,Non,Non,8,2.0,WIFI 6 (AX),1.8,779,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 13"" 2017, 4 i5 3.1Ghz 8GB 256GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,256,0,0
5,APPLE,standard,Chine,1.333,Non,Non,4,2.0,WIFI 6 (AX),1.8,669,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2011 i7 2.2Ghz 8GB 320GB HDD Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,0,320,0
4.2,APPLE,rétroéclairé,France,2.4,Non,Non,8,2.0,WIFI 4 (N),1.4,839,INTEL CORE I7,"APPLE Retina 13'' 2016 i7 2,4 Ghz 8 Go 256 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,256,0,0
5.1,ACER,rétroéclairé,Chine,2.5,Non,Non,32,8.0,WIFI 6 (AX),2.4,2989,INTEL CORE I7,PC Gamer ACER Predator Triton 500 SE PT516-52S-726W Reconditionné,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,26.2,2.0,2560,1600,1000,0,0
Non,DELL,standard,Taïwan,2.1,Oui,Oui,8,2.0,WIFI 4 (N),5.0,289,INTEL CORE I7,Ordinateur portable reconditionné DELL Latitude E7240 - 8Go - SSD 256Go Reconditionné,Windows,12.5,HD,Oui,ORIGINE,ORIGINE,False,21.1,2.39,31.0,1366,768,256,0,0
4.2,LENOVO,détachable,Chine,2.0,Non,Non,4,4.0,WIFI 5 (N/AC),4.5,361,MEDIATEK,"Chromebook LENOVO DUET 128Go Tactile 10,1",Chrome,13.3,Full HD,Oui,ORIGINE,ORIGINE,True,15.98,23.98,0.74,1800,1200,128,0,0
